sample_id,taxon,frequency
S080,Hayesomyia tripunctata,1
S080,Procladius choreus,7
S080,Saetheria tylus,6
S080,Cladopelma virescens,3
S081,Corbicula fluminea,1
S081,Branchiura sowerbyi,2
S081,Bothrioneurum vejdoskynum,8
S081,Haplotaxis gordioides,4
S081,Chaetogaster diaphanus,6
S081,Stylaria fossularis,7
S081,Lamprotus orientalis,4
S081,Eisenia koreana,4
S081,Erpobdella lineata,4
S081,Baetis fuscatus,6
S081,Procloeon pennulatum,2
S081,Rhoenanthus coreanus,7
S081,Ephoron shigae,7
S081,Ephemera orientalis,6
S081,Cladotanytarsus vanderwulpi,3
S081,Demicryptochironomus sp.,6
S081,Nilothauma sp.,1
S081,Parachironomus arcuatus,1
S081,Paratanytarsus sp.,6
S081,Paratendipes albimanus,4
S081,Paratendipes sp.,8
S081,Polypedilum sp.,4
S081,Stictochironomus sinsauensis,6
S081,Tanytarsus tamagotoi,8
S081,Tanytarsus tamakutibasi,3
S081,Cricotopus bicinctus,8
S081,Paratrichocladius rufiventris,2
S081,Propsilocerus akamusi,4
S081,Ablabesmyia longistyla,4
S081,Ablabesmyia prorasha,5
S081,Conchapelopia sp.,4
S082,Anodonta woodiana,5
S082,Rhyacodrilus coccineus,9
S082,Limnodrilus claparedeianus,10
S082,Haplotaxis gordioides,6
S082,Chaetogaster diaphanus,8
S082,Chaetogaster limnaei,8
S082,Stylaria fossularis,4
S082,Lamprotus orientalis,8
S082,Eisenia koreana,4
S082,Cyprididae sp.,1
S082,Gammarus sp.,6
S082,Choroterpes altioculus,7
S082,Ephoron shigae,11
S082,Ephemera orientalis,14
S082,Serratella setigera,3
S082,Caenis sp.,5
S082,Psychoda sp.,6
S082,Ceratopogonidae sp.,3
S082,Chironomus circumdatus,8
S082,Cladotanytarsus vanderwulpi,10
S082,Cryptochironomus sp.,5
S082,Harnischia japonica,7
S082,Microchironomus tener,6
S082,Microtendipes sp.,5
S082,Parachironomus gracilior,8
S082,Paratendipes sp.,4
S082,Polypedilum nubifer,9
S082,Polypedilum decematoguttatum,8
S082,Polypedilum cultellatum,7
S082,Polypedilum sp.,6
S082,Stictochironomus sinsauensis,3
S082,Stictochironomus sp.,3
S082,Tanytarsus kiseogi,8
S082,Tanytarsus tamagotoi,8
S082,Corynoneura sp.,10
S082,Cricotopus bicinctus,5
S082,Cricotopus triannulatus,6
S082,Cricotopus sp.,6
S082,Hydrobaenus sp.,2
S082,Orthocladius sp.,10
S082,Ablabesmyia sp.,4
S082,Conchapelopia sp.,11
S082,Saetheria tylus,7
S082,Cladopelma virescens,9
S082,Chironomidae sp.,10
S082,Syrphidae sp.,3
S083,Cricotopus bimaculatus,1
S083,Rheopelopia sp.,1
S084,Anodonta woodiana,3
S084,Corbicula fluminea,1
S084,Branchiura sowerbyi,2
S084,Limnodrilus hoffmeisteri,2
S084,Limnodrilus udekimineanus,1
S084,Chaetogaster limnaei,6
S084,Opidonais sp.,7
S084,Amphichaeta asiatica,2
S084,Haemonais waldvogeli,1
S084,Choroterpes altioculus,10
S084,Potamanthus formosus,8
S084,Ephoron shigae,4
S084,Microchironomus tener,1
S084,Paratendipes sp.,10
S084,Polypedilum nubifer,5
S084,Tanytarsus tamagotoi,4
S084,Brillia japonica,3
S084,Cricotopus bicinctus,5
S084,Cricotopus sp.,1
S084,Propsilocerus akamusi,1
S084,Ablabesmyia prorasha,6
S084,Saetheria tylus,9
S084,Cladopelma virescens,4
S084,Chironomidae sp.,6
S085,Musculium lacustre,9
S085,Branchiura sowerbyi,6
S085,Bothrioneurum vejdoskynum,5
S085,Tubifex tubifex,4
S085,Limnodrilus claparedeianus,11
S085,Limnodrilus hoffmeisteri,8
S085,Limnodrilus udekimineanus,5
S085,Haplotaxis gordioides,7
S085,Chaetogaster diaphanus,5
S085,Chaetogaster limnaei,6
S085,Opidonais sp.,8
S085,Amphichaeta asiatica,8
S085,Nais variabilis,3
S085,Stylaria fossularis,14
S085,Pristina biserrata,17
S085,Eisenia koreana,3
S085,Helobdella stagnalis,4
S085,Asellus sp.,4
S085,Gammarus sp.,6
S085,Collembola sp.,6
S085,Cloeon dipterum,6
S085,Procloeon maritimum,9
S085,Procloeon pennulatum,10
S085,Rhoenanthus coreanus,6
S085,Ephemera orientalis,7
S085,Caenis sp.,9
S085,Dixidae sp.,7
S085,Chironomus flaviplumus,7
S085,Chironomus nipponensis,8
S085,Chironomus sp.,3
S085,Cladotanytarsus vanderwulpi,6
S085,Cryptochironomus sp.,8
S085,Dicrotendipes nervosus,8
S085,Microtendipes sp.,2
S085,Nilothauma sp.,5
S085,Parachironomus gracilior,9
S085,Paratanytarsus sp.,4
S085,Paratendipes albimanus,8
S085,Polypedilum pedestre,6
S085,Polypedilum cultellatum,9
S085,Stictochironomus sp.,6
S085,Tanytarsus kiseogi,9
S085,Tanytarsus takahashii,8
S085,Tanytarsus tamakutibasi,6
S085,Brillia japonica,4
S085,Corynoneura sp.,9
S085,Cricotopus bicinctus,11
S085,Cricotopus bimaculatus,7
S085,Cricotopus sylvestris,7
S085,Cricotopus triannulatus,10
S085,Hydrobaenus sp.,8
S085,Orthocladius glabripennis,7
S085,Orthocladius sp.,3
S085,Propsilocerus akamusi,9
S085,Rheocricotopus sp.,11
S085,Ablabesmyia prorasha,7
S085,Conchapelopia sp.,4
S085,Procladius sp.,5
S085,Cladopelma edwardsi,3
S085,Chironomidae sp.,1
S086,Anodonta woodiana,9
S086,Corbicula fluminea,9
S086,Musculium lacustre,10
S086,Branchiura sowerbyi,6
S086,Bothrioneurum vejdoskynum,7
S086,Rhyacodrilus coccineus,10
S086,Tubifex tubifex,7
S086,Limnodrilus hoffmeisteri,7
S086,Chaetogaster limnaei,10
S086,Opidonais sp.,10
S086,Nais variabilis,4
S086,Lumbriculus variegatus,7
S086,Lamprotus orientalis,5
S086,Eisenia koreana,6
S086,Asellus sp.,1
S086,Baetis fuscatus,9
S086,Procloeon maritimum,10
S086,Procloeon pennulatum,8
S086,Potamanthus formosus,4
S086,Ephoron shigae,6
S086,Ephemera orientalis,9
S086,Serratella setigera,5
S086,Psychoda sp.,6
S086,Dixidae sp.,6
S086,Ceratopogonidae sp.,7
S086,Benthalia sp.,6
S086,Chironomus flaviplumus,1
S086,Nilothauma sp.,3
S086,Parachironomus gracilior,9
S086,Paratanytarsus sp.,7
S086,Polypedilum cultellatum,7
S086,Polypedilum sp.,7
S086,Stictochironomus sinsauensis,7
S086,Stictochironomus sp.,4
S086,Tanytarsus takahashii,11
S086,Tanytarsus tamagotoi,4
S086,Tanytarsus tamakutibasi,9
S086,Potthastia sp.,3
S086,Thienemanniella sp.,11
S086,Brillia japonica,7
S086,Corynoneura sp.,11
S086,Eukiefferiella sp.,7
S086,Hydrobaenus kondoi,7
S086,Hydrobaenus sp.,4
S086,Orthocladius glabripennis,4
S086,Rheocricotopus sp.,8
S086,Ablabesmyia monilis,8
S086,Ablabesmyia sp.,6
S086,Cladopelma edwardsi,3
S087,Anodonta woodiana,7
S087,Corbicula fluminea,7
S087,Bothrioneurum vejdoskynum,2
S087,Rhyacodrilus coccineus,10
S087,Limnodrilus udekimineanus,2
S087,Chaetogaster limnaei,11
S087,Opidonais sp.,6
S087,Nais communis,1
S087,Pristina biserrata,6
S087,Pristina longiseta,8
S087,Lamprotus orientalis,6
S087,Collembola sp.,3
S087,Cloeon dipterum,2
S087,Procloeon pennulatum,7
S087,Choroterpes altioculus,8
S087,Rhoenanthus coreanus,8
S087,Ephemera orientalis,6
S087,Cladotanytarsus vanderwulpi,2
S087,Dicrotendipes nervosus,2
S087,Microchironomus tener,8
S087,Paratanytarsus sp.,3
S087,Paratendipes albimanus,8
S087,Polypedilum pedestre,5
S087,Polypedilum sp.,3
S087,Tanytarsus kiseogi,4
S087,Tanytarsus takahashii,11
S087,Tanytarsus tamakutibasi,4
S087,Corynoneura sp.,3
S087,Cricotopus bicinctus,7
S087,Cricotopus bimaculatus,6
S087,Cricotopus sp.,3
S087,Eukiefferiella sp.,8
S087,Rheocricotopus sp.,10
S087,Conchapelopia sp.,1
S087,Procladius choreus,4
S087,Procladius sp.,2
S087,Cladopelma edwardsi,1
S088,Limnodrilus claparedeianus,6
S088,Chaetogaster limnaei,7
S088,Potamanthus formosus,4
S088,Rhoenanthus coreanus,8
S088,Dixidae sp.,2
S088,Ceratopogonidae sp.,3
S088,Chironomus flaviplumus,1
S088,Microtendipes sp.,4
S088,Polypedilum pedestre,2
S088,Polypedilum nubifer,4
S088,Stictochironomus sinsauensis,4
S088,Tanytarsus kiseogi,4
S088,Tanytarsus tamagotoi,3
S088,Thienemanniella sp.,1
S088,Corynoneura sp.,10
S088,Cricotopus bicinctus,6
S088,Ablabesmyia prorasha,5
S089,Anodonta woodiana,3
S089,Corbicula fluminea,8
S089,Rhyacodrilus coccineus,4
S089,Limnodrilus claparedeianus,3
S089,Haplotaxis gordioides,9
S089,Chaetogaster diaphanus,4
S089,Branchiodrilus hortensis,1
S089,Opidonais sp.,8
S089,Pristina longiseta,5
S089,Lumbriculus variegatus,8
S089,Eisenia koreana,6
S089,Erpobdella lineata,10
S089,Gammarus sp.,11
S089,Collembola sp.,4
S089,Potamanthus formosus,9
S089,Rhoenanthus coreanus,6
S089,Ephemera orientalis,8
S089,Caenis sp.,10
S089,Psychoda sp.,8
S089,Dixidae sp.,8
S089,Ceratopogonidae sp.,5
S089,Chironomus circumdatus,7
S089,Chironomus nipponensis,10
S089,Demicryptochironomus sp.,9
S089,Microtendipes sp.,8
S089,Parachironomus gracilior,10
S089,Paratanytarsus sp.,6
S089,Paratendipes albimanus,7
S089,Paratendipes sp.,10
S089,Polypedilum pedestre,4
S089,Polypedilum sp.,2
S089,Tanytarsus kiseogi,6
S089,Tanytarsus takahashii,10
S089,Tanytarsus tamagotoi,8
S089,Brillia japonica,3
S089,Cricotopus bicinctus,2
S089,Cricotopus bimaculatus,9
S089,Cricotopus triannulatus,11
S089,Cricotopus sp.,6
S089,Eukiefferiella sp.,8
S089,Hydrobaenus kondoi,6
S089,Hydrobaenus sp.,5
S089,Orthocladius sp.,13
S089,Propsilocerus akamusi,13
S089,Rheocricotopus sp.,6
S089,Ablabesmyia monilis,9
S089,Ablabesmyia prorasha,5
S089,Ablabesmyia sp.,5
S089,Saetheria tylus,10
S089,Cladopelma edwardsi,1
S090,Anodonta woodiana,7
S090,Branchiura sowerbyi,8
S090,Rhyacodrilus coccineus,8
S090,Limnodrilus claparedeianus,4
S090,Limnodrilus hoffmeisteri,10
S090,Haplotaxis gordioides,6
S090,Chaetogaster limnaei,7
S090,Branchiodrilus hortensis,5
S090,Opidonais sp.,11
S090,Haemonais waldvogeli,8
S090,Nais variabilis,4
S090,Slavina appendiculata,7
S090,Stylaria fossularis,15
S090,Pristina longiseta,11
S090,Henlea sp.,7
S090,Lumbriculus variegatus,10
S090,Lamprotus orientalis,5
S090,Helobdella stagnalis,9
S090,Erpobdella lineata,9
S090,Cyprididae sp.,2
S090,Cyathura higoensis,1
S090,Asellus sp.,12
S090,Gammarus sp.,6
S090,Baetis fuscatus,13
S090,Labiobaetis atrebatinus,6
S090,Procloeon pennulatum,11
S090,Potamanthus formosus,9
S090,Rhoenanthus coreanus,7
S090,Ephoron shigae,11
S090,Ephemera orientalis,6
S090,Serratella setigera,11
S090,Caenis sp.,3
S090,Psychoda sp.,5
S090,Ceratopogonidae sp.,4
S090,Chironomus circumdatus,4
S090,Chironomus flaviplumus,8
S090,Chironomus nipponensis,8
S090,Cladotanytarsus vanderwulpi,8
S090,Demicryptochironomus sp.,6
S090,Harnischia japonica,7
S090,Lipiniella moderata,14
S090,Microtendipes sp.,10
S090,Nilothauma sp.,10
S090,Parachironomus gracilior,10
S090,Paratanytarsus inopertus,7
S090,Paratanytarsus sp.,4
S090,Paratendipes albimanus,8
S090,Polypedilum pedestre,7
S090,Polypedilum nubeculosum,10
S090,Stictochironomus sinsauensis,7
S090,Tanytarsus kiseogi,7
S090,Tanytarsus tamagotoi,7
S090,Tanytarsus tamakutibasi,11
S090,Potthastia sp.,6
S090,Thienemanniella sp.,12
S090,Corynoneura sp.,7
S090,Cricotopus bicinctus,5
S090,Cricotopus bimaculatus,10
S090,Cricotopus sp.,12
S090,Eukiefferiella sp.,3
S090,Hydrobaenus kondoi,9
S090,Limnophyes tamakitanaides,10
S090,Propsilocerus akamusi,9
S090,Rheocricotopus sp.,9
S090,Ablabesmyia longistyla,7
S090,Ablabesmyia monilis,9
S090,Conchapelopia sp.,9
S090,Procladius choreus,4
S090,Procladius sp.,6
S090,Tanypus punctipennis,4
S090,Cladopelma edwardsi,7
S090,Cladopelma virescens,4
S090,Syrphidae sp.,10
S091,Musculium lacustre,7
S091,Tubifex tubifex,8
S091,Limnodrilus claparedeianus,18
S091,Chaetogaster diaphanus,15
S091,Amphichaeta asiatica,7
S091,Haemonais waldvogeli,7
S091,Nais variabilis,7
S091,Stylaria fossularis,5
S091,Henlea sp.,6
S091,Lamprotus orientalis,5
S091,Helobdella stagnalis,3
S091,Gammarus sp.,8
S091,Collembola sp.,6
S091,Baetis fuscatus,9
S091,Cloeon dipterum,8
S091,Labiobaetis atrebatinus,10
S091,Choroterpes altioculus,14
S091,Potamanthus formosus,8
S091,Rhoenanthus coreanus,12
S091,Ephoron shigae,6
S091,Serratella setigera,3
S091,Ceratopogonidae sp.,7
S091,Benthalia sp.,8
S091,Chironomus circumdatus,13
S091,Chironomus flaviplumus,7
S091,Chironomus nipponensis,6
S091,Cladotanytarsus vanderwulpi,8
S091,Cryptochironomus sp.,8
S091,Demicryptochironomus sp.,7
S091,Dicrotendipes septemmaculatus,4
S091,Dicrotendipes sp.,4
S091,Harnischia japonica,4
S091,Harnischia sp.,5
S091,Microchironomus tener,9
S091,Microtendipes sp.,9
S091,Nilothauma sp.,6
S091,Paratendipes albimanus,12
S091,Paratendipes sp.,7
S091,Polypedilum pedestre,7
S091,Polypedilum masudai,6
S091,Polypedilum cultellatum,12
S091,Stictochironomus sp.,4
S091,Tanytarsus kiseogi,10
S091,Tanytarsus takahashii,13
S091,Tanytarsus tamagotoi,9
S091,Tanytarsus tamakutibasi,8
S091,Tanytarsus sp.,6
S091,Thienemanniella sp.,8
S091,Brillia japonica,7
S091,Corynoneura sp.,9
S091,Hydrobaenus sp.,8
S091,Limnophyes tamakitanaides,3
S091,Orthocladius sp.,6
S091,Paratrichocladius rufiventris,1
S091,Rheocricotopus sp.,5
S091,Ablabesmyia prorasha,9
S091,Conchapelopia sp.,8
S091,Procladius choreus,12
S091,Procladius sp.,6
S091,Cladopelma edwardsi,3
S091,Cladopelma virescens,12
S091,Chironomidae sp.,8
S092,Corbicula fluminea,8
S092,Hediste sp.,11
S092,Branchiura sowerbyi,13
S092,Bothrioneurum vejdoskynum,9
S092,Rhyacodrilus coccineus,5
S092,Tubifex tubifex,8
S092,Haplotaxis gordioides,11
S092,Chaetogaster diaphanus,11
S092,Opidonais sp.,8
S092,Amphichaeta asiatica,9
S092,Haemonais waldvogeli,8
S092,Nais variabilis,3
S092,Nais communis,9
S092,Slavina appendiculata,9
S092,Stylaria fossularis,9
S092,Pristina longiseta,9
S092,Mesenchytreanus sp.,4
S092,Lumbriculus variegatus,6
S092,Lamprotus orientalis,9
S092,Eisenia koreana,8
S092,Erpobdella sp.,4
S092,Cyprididae sp.,7
S092,Gnorimosphaeroma sp.,11
S092,Gammarus sp.,10
S092,Monocorophium sp.,4
S092,Cloeon dipterum,12
S092,Procloeon maritimum,12
S092,Procloeon pennulatum,8
S092,Rhoenanthus coreanus,8
S092,Caenis sp.,5
S092,Dixidae sp.,14
S092,Ceratopogonidae sp.,6
S092,Benthalia sp.,5
S092,Chironomus circumdatus,7
S092,Chironomus flaviplumus,4
S092,Chironomus nipponensis,9
S092,Chironomus sp.,8
S092,Cryptochironomus sp.,11
S092,Demicryptochironomus sp.,16
S092,Dicrotendipes septemmaculatus,14
S092,Glyptotendipes tokunagai,12
S092,Harnischia japonica,19
S092,Harnischia sp.,9
S092,Microchironomus sp.,5
S092,Nilothauma sp.,7
S092,Paratanytarsus grimmii,7
S092,Paratanytarsus sp.,15
S092,Paratendipes sp.,9
S092,Polypedilum pedestre,10
S092,Polypedilum masudai,8
S092,Polypedilum nubeculosum,6
S092,Polypedilum sp.,9
S092,Stictochironomus sinsauensis,10
S092,Stictochironomus sp.,9
S092,Tanytarsus kiseogi,13
S092,Tanytarsus tamakutibasi,9
S092,Thienemanniella sp.,12
S092,Brillia japonica,11
S092,Corynoneura sp.,7
S092,Cricotopus bicinctus,11
S092,Cricotopus bimaculatus,4
S092,Cricotopus sylvestris,6
S092,Cricotopus triannulatus,5
S092,Hydrobaenus kondoi,7
S092,Hydrobaenus sp.,6
S092,Orthocladius glabripennis,8
S092,Orthocladius sp.,12
S092,Paratrichocladius rufiventris,10
S092,Propsilocerus akamusi,9
S092,Ablabesmyia longistyla,4
S092,Ablabesmyia monilis,8
S092,Ablabesmyia prorasha,6
S092,Ablabesmyia sp.,9
S092,Procladius choreus,12
S092,Procladius nigriventris,1
S092,Procladius sp.,14
S092,Rheopelopia sp.,4
S092,Tanypus punctipennis,4
S092,Cladopelma edwardsi,4
S092,Chironomidae sp.,10
S093,Musculium lacustre,6
S093,Haplotaxis gordioides,4
S093,Chaetogaster limnaei,7
S093,Nais variabilis,3
S093,Asellus sp.,4
S093,Gammarus sp.,5
S093,Jesogammarus sp.,1
S093,Baetis fuscatus,8
S093,Ephoron shigae,12
S093,Ephemera orientalis,7
S093,Dixidae sp.,4
S093,Chironomus circumdatus,6
S093,Chironomus edwardsi,3
S093,Polypedilum pedestre,3
S093,Polypedilum nubifer,6
S093,Tanytarsus kiseogi,8
S093,Tanytarsus takahashii,5
S093,Thienemanniella sp.,7
S093,Cricotopus bimaculatus,12
S093,Eukiefferiella sp.,7
S093,Hydrobaenus sp.,6
S093,Ablabesmyia prorasha,4
S093,Conchapelopia sp.,3
S093,Rheopelopia sp.,5
S093,Saetheria tylus,8
S093,Chironomidae sp.,4
S094,Corbicula fluminea,7
S094,Musculium lacustre,3
S094,Rhyacodrilus coccineus,9
S094,Tubifex tubifex,1
S094,Limnodrilus claparedeianus,7
S094,Limnodrilus hoffmeisteri,2
S094,Chaetogaster limnaei,14
S094,Opidonais sp.,7
S094,Lamprotus orientalis,8
S094,Cyathura higoensis,1
S094,Procloeon maritimum,13
S094,Choroterpes altioculus,8
S094,Potamanthus formosus,8
S094,Rhoenanthus coreanus,8
S094,Ephoron shigae,5
S094,Dixidae sp.,8
S094,Chironomus nipponensis,2
S094,Cryptochironomus sp.,8
S094,Demicryptochironomus sp.,9
S094,Polypedilum nubifer,7
S094,Polypedilum cultellatum,1
S094,Tanytarsus takahashii,7
S094,Tanytarsus tamakutibasi,11
S094,Tanytarsus sp.,1
S094,Potthastia sp.,3
S094,Thienemanniella sp.,5
S094,Brillia japonica,1
S094,Cricotopus bicinctus,2
S094,Cricotopus bimaculatus,3
S094,Cricotopus sp.,4
S094,Eukiefferiella sp.,11
S094,Orthocladius sp.,4
S094,Rheocricotopus sp.,4
S094,Ablabesmyia prorasha,4
S094,Saetheria tylus,6
S094,Cladopelma virescens,4
S095,Anodonta woodiana,6
S095,Musculium lacustre,3
S095,Hediste sp.,4
S095,Branchiura sowerbyi,3
S095,Bothrioneurum vejdoskynum,4
S095,Tubifex tubifex,4
S095,Chaetogaster diaphanus,3
S095,Chaetogaster limnaei,10
S095,Opidonais sp.,12
S095,Nais communis,3
S095,Pristina biserrata,10
S095,Henlea sp.,7
S095,Lumbriculus variegatus,7
S095,Eisenia koreana,4
S095,Helobdella stagnalis,2
S095,Gnorimosphaeroma sp.,7
S095,Procloeon maritimum,8
S095,Procloeon pennulatum,13
S095,Choroterpes altioculus,8
S095,Rhoenanthus coreanus,12
S095,Ephoron shigae,10
S095,Ephemera orientalis,13
S095,Serratella setigera,3
S095,Psychoda sp.,5
S095,Benthalia sp.,9
S095,Chironomus circumdatus,8
S095,Chironomus nipponensis,8
S095,Cryptochironomus sp.,11
S095,Demicryptochironomus sp.,8
S095,Microchironomus tener,7
S095,Microtendipes sp.,5
S095,Nilothauma sp.,9
S095,Parachironomus gracilior,8
S095,Parachironomus arcuatus,3
S095,Paratanytarsus grimmii,1
S095,Paratendipes albimanus,9
S095,Polypedilum pedestre,13
S095,Polypedilum nubifer,6
S095,Polypedilum decematoguttatum,6
S095,Polypedilum cultellatum,6
S095,Polypedilum nubeculosum,5
S095,Stictochironomus sinsauensis,12
S095,Tanytarsus kiseogi,13
S095,Tanytarsus takahashii,10
S095,Tanytarsus tamakutibasi,9
S095,Tanytarsus sp.,6
S095,Corynoneura sp.,8
S095,Cricotopus bicinctus,11
S095,Cricotopus bimaculatus,5
S095,Cricotopus triannulatus,16
S095,Orthocladius sp.,5
S095,Propsilocerus akamusi,8
S095,Ablabesmyia longistyla,1
S095,Ablabesmyia monilis,7
S095,Conchapelopia sp.,8
S095,Rheopelopia sp.,8
S095,Saetheria tylus,7
S095,Cladopelma virescens,7
S095,Ecnomus sp.,3
S096,Corbicula fluminea,4
S096,Rhyacodrilus coccineus,16
S096,Tubifex tubifex,3
S096,Limnodrilus claparedeianus,11
S096,Chaetogaster limnaei,8
S096,Stylaria fossularis,7
S096,Pristina biserrata,13
S096,Pristina longiseta,7
S096,Lumbriculus variegatus,6
S096,Lamprotus orientalis,11
S096,Erpobdella lineata,5
S096,Asellus sp.,4
S096,Baetis fuscatus,5
S096,Procloeon maritimum,12
S096,Choroterpes altioculus,10
S096,Potamanthus formosus,14
S096,Ephoron shigae,7
S096,Ephemera orientalis,6
S096,Caenis sp.,4
S096,Chironomus circumdatus,13
S096,Chironomus flaviplumus,1
S096,Cladotanytarsus vanderwulpi,3
S096,Cryptochironomus sp.,6
S096,Dicrotendipes septemmaculatus,1
S096,Microchironomus tener,5
S096,Parachironomus gracilior,7
S096,Paratanytarsus sp.,7
S096,Paratendipes albimanus,9
S096,Polypedilum pedestre,11
S096,Polypedilum nubifer,11
S096,Polypedilum masudai,4
S096,Polypedilum nubeculosum,3
S096,Polypedilum sp.,7
S096,Stictochironomus sinsauensis,4
S096,Tanytarsus takahashii,8
S096,Tanytarsus tamakutibasi,3
S096,Tanytarsus sp.,5
S096,Potthastia sp.,5
S096,Corynoneura sp.,10
S096,Cricotopus bicinctus,2
S096,Eukiefferiella sp.,12
S096,Hydrobaenus kondoi,7
S096,Hydrobaenus sp.,4
S096,Paratrichocladius rufiventris,2
S096,Ablabesmyia prorasha,10
S096,Procladius choreus,12
S096,Procladius sp.,2
S096,Rheopelopia sp.,3
S096,Chironomidae sp.,19
S097,Musculium lacustre,5
S097,Branchiura sowerbyi,7
S097,Bothrioneurum vejdoskynum,8
S097,Rhyacodrilus coccineus,13
S097,Limnodrilus claparedeianus,9
S097,Chaetogaster diaphanus,8
S097,Chaetogaster limnaei,15
S097,Nais variabilis,5
S097,Stylaria fossularis,6
S097,Pristina biserrata,10
S097,Pristina longiseta,10
S097,Henlea sp.,7
S097,Mesenchytreanus sp.,4
S097,Lamprotus orientalis,7
S097,Erpobdella lineata,6
S097,Erpobdella sp.,7
S097,Gnorimosphaeroma sp.,3
S097,Asellus sp.,6
S097,Gammarus sp.,6
S097,Baetis fuscatus,15
S097,Cloeon dipterum,7
S097,Labiobaetis atrebatinus,7
S097,Procloeon maritimum,6
S097,Procloeon pennulatum,7
S097,Choroterpes altioculus,13
S097,Rhoenanthus coreanus,9
S097,Ephoron shigae,7
S097,Ephemera orientalis,9
S097,Caenis sp.,8
S097,Dixidae sp.,4
S097,Chironomus sp.,6
S097,Cladotanytarsus vanderwulpi,7
S097,Cryptochironomus sp.,5
S097,Demicryptochironomus sp.,6
S097,Dicrotendipes septemmaculatus,5
S097,Dicrotendipes sp.,3
S097,Glyptotendipes tokunagai,4
S097,Lipiniella moderata,6
S097,Nilothauma sp.,7
S097,Parachironomus gracilior,14
S097,Paratanytarsus grimmii,1
S097,Paratanytarsus sp.,7
S097,Paratendipes albimanus,10
S097,Paratendipes sp.,8
S097,Polypedilum pedestre,10
S097,Polypedilum nubifer,14
S097,Tanytarsus sp.,7
S097,Potthastia sp.,6
S097,Thienemanniella sp.,8
S097,Brillia japonica,5
S097,Corynoneura sp.,11
S097,Cricotopus bimaculatus,7
S097,Cricotopus sylvestris,3
S097,Eukiefferiella sp.,11
S097,Hydrobaenus sp.,6
S097,Limnophyes tamakitanaides,7
S097,Orthocladius glabripennis,6
S097,Orthocladius sp.,11
S097,Propsilocerus akamusi,6
S097,Rheocricotopus sp.,11
S097,Ablabesmyia monilis,9
S097,Ablabesmyia prorasha,3
S097,Conchapelopia sp.,8
S097,Procladius choreus,5
S097,Procladius sp.,5
S097,Saetheria tylus,7
S097,Cladopelma virescens,3
S097,Chironomidae sp.,8
S097,Syrphidae sp.,5
S098,Cricotopus bicinctus,2
S098,Eukiefferiella sp.,2
S099,Rhyacodrilus coccineus,5
S099,Amphichaeta asiatica,2
S099,Lamprotus orientalis,3
S099,Erpobdella sp.,1
S099,Procloeon pennulatum,3
S099,Ephoron shigae,5
S099,Chironomus circumdatus,11
S099,Demicryptochironomus sp.,8
S099,Tanytarsus tamakutibasi,4
S099,Cricotopus bimaculatus,5
S099,Eukiefferiella sp.,7
S099,Ablabesmyia prorasha,5
S099,Ablabesmyia sp.,1
S099,Conchapelopia sp.,2
S099,Procladius choreus,3
S099,Saetheria tylus,7
S100,Rhyacodrilus coccineus,4
S100,Limnodrilus claparedeianus,2
S100,Potamanthus formosus,9
S100,Ephoron shigae,5
S100,Chironomus circumdatus,3
S100,Parachironomus arcuatus,1
S100,Polypedilum pedestre,2
S100,Polypedilum sp.,1
