sample_id,Ablabesmyia longistyla,Ablabesmyia monilis,Ablabesmyia prorasha,Ablabesmyia sp.,Amphichaeta asiatica,Anodonta woodiana,Asellus sp.,Baetis fuscatus,Benthalia sp.,Bothrioneurum vejdoskynum,Branchiodrilus hortensis,Branchiura sowerbyi,Brillia japonica,Caenis sp.,Ceratopogonidae sp.,Chaetogaster diaphanus,Chaetogaster limnaei,Chironomidae sp.,Chironomus circumdatus,Chironomus edwardsi,Chironomus flaviplumus,Chironomus kiiensis,Chironomus nipponensis,Chironomus sp.,Choroterpes altioculus,Cladopelma edwardsi,Cladopelma virescens,Cladotanytarsus vanderwulpi,Cloeon dipterum,Collembola sp.,Conchapelopia sp.,Corbicula fluminea,Corynoneura sp.,Cricotopus bicinctus,Cricotopus bimaculatus,Cricotopus sp.,Cricotopus sylvestris,Cricotopus triannulatus,Cryptochironomus sp.,Cyathura higoensis,Cyprididae sp.,Demicryptochironomus sp.,Dicrotendipes nervosus,Dicrotendipes pelochloris,Dicrotendipes septemmaculatus,Dicrotendipes sp.,Dixidae sp.,Ecnomus sp.,Eisenia koreana,Ephemera orientalis,Ephoron shigae,Ephydridae sp.,Erpobdella lineata,Erpobdella sp.,Eukiefferiella sp.,Gammarus sp.,Glyptotendipes tokunagai,Gnorimosphaeroma sp.,Haemonais waldvogeli,Haplotaxis gordioides,Harnischia japonica,Harnischia sp.,Harnischiagumsanea,Hayesomyia tripunctata,Hediste sp.,Helobdella stagnalis,Henlea sp.,Hydrobaenus kondoi,Hydrobaenus sp.,Jesogammarus sp.,Labiobaetis atrebatinus,Lamprotus orientalis,Limnodrilus claparedeianus,Limnodrilus hoffmeisteri,Limnodrilus udekimineanus,Limnophyes tamakitanaides,Lipiniella moderata,Lumbriculus variegatus,Mesenchytreanus sp.,Microchironomus sp.,Microchironomus tener,Microtendipes sp.,Monocorophium sp.,Musculium lacustre,Nais communis,Nais variabilis,Nilothauma sp.,Opidonais sp.,Orthocladius glabripennis,Orthocladius sp.,Parachironomus arcuatus,Parachironomus gracilior,Paratanytarsus grimmii,Paratanytarsus inopertus,Paratanytarsus sp.,Paratendipes albimanus,Paratendipes sp.,Paratrichocladius rufiventris,Polypedilum asakawaense,Polypedilum cultellatum,Polypedilum decematoguttatum,Polypedilum masudai,Polypedilum nubeculosum,Polypedilum nubifer,Polypedilum pedestre,Polypedilum sp.,Potamanthus formosus,Potthastia sp.,Pristina biserrata,Pristina longiseta,Procladius choreus,Procladius nigriventris,Procladius sp.,Procloeon maritimum,Procloeon pennulatum,Propsilocerus akamusi,Psychoda sp.,Rheocricotopus sp.,Rheopelopia sp.,Rhoenanthus coreanus,Rhyacodrilus coccineus,Saetheria tylus,Serratella setigera,Slavina appendiculata,Stictochironomus sinsauensis,Stictochironomus sp.,Stylaria fossularis,Syrphidae sp.,Tanypus punctipennis,Tanytarsus formosanus,Tanytarsus kiseogi,Tanytarsus sp.,Tanytarsus takahashii,Tanytarsus tamagotoi,Tanytarsus tamakutibasi,Thienemanniella sp.,Tubifex tubifex
S220,0,0,12,0,0,14,0,7,0,0,0,0,4,5,0,4,6,10,9,0,7,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,1,0,9,0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,10,6,3,0,0,0,7,0,0,0,0,6,4,0,0,0,0,6,7,0,0,7,14,0,7,0,0,0,5,9,8,0,9,0,0,7,7,10,0,0,0,0,0,0,0,5,10,0,4,0,0,6,0,0,7,0,0,0,12,0,11,0,11,0,0,6,0,0,0,0,0,0,9,8,9,10,0,0
S221,0,0,0,0,1,3,0,6,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,4,0,0,5,0,0,7,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,8,0,0,0,1,0,0,0,0,4,4,0,0,6,0,0
S222,0,0,0,0,9,6,6,0,7,0,0,9,0,5,7,0,7,7,0,0,6,0,0,5,6,3,0,6,5,0,7,0,9,9,8,12,6,5,0,0,0,9,0,0,0,0,0,0,4,0,9,0,0,0,10,0,0,8,0,9,0,0,0,2,3,4,0,0,14,0,5,0,8,10,4,0,0,8,0,0,0,0,0,5,4,10,0,12,0,13,3,0,0,2,7,10,0,0,0,0,3,4,11,0,9,0,11,0,0,12,7,0,0,0,0,0,3,0,7,11,10,8,0,0,0,0,6,0,0,0,7,12,0,11,0,0,4
S223,1,0,0,0,5,12,0,12,0,10,0,4,8,7,0,0,0,0,9,4,8,3,4,8,5,0,0,5,9,6,0,0,0,3,9,0,6,4,14,0,0,0,10,0,0,0,0,0,0,9,8,0,0,0,0,8,7,0,0,0,0,0,0,0,0,9,7,0,13,0,5,11,4,0,0,3,4,12,0,0,0,0,0,7,0,0,10,15,0,8,0,0,0,0,0,0,7,0,0,8,0,0,7,12,0,10,0,6,0,7,7,2,0,12,6,0,0,7,0,9,8,0,0,0,0,0,7,0,0,0,11,0,6,0,7,9,0
S224,16,0,9,12,11,9,7,13,0,0,8,0,3,0,9,7,7,12,0,0,0,0,12,8,0,0,7,0,0,11,9,0,0,0,13,8,4,6,12,0,0,3,6,0,4,0,8,0,0,0,0,0,0,0,6,5,9,6,8,5,0,8,10,4,0,9,0,7,6,4,0,0,0,14,5,15,0,0,5,8,0,13,0,6,0,0,8,0,0,0,13,11,4,6,8,12,12,8,6,0,0,8,10,6,10,0,5,4,0,5,7,0,10,9,0,8,9,0,9,0,0,6,8,0,8,0,17,9,0,0,11,0,0,10,0,0,0
S225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0
S226,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,11,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,11,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,6,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S227,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,0,0,0,11,5,8,0,0,0,1,0,0,0,0,3,0,2,1,2,0,0
S228,0,0,7,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,3,0,0,7,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,7,0,13,0,0,0,1,8,0,2,0,11,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
S229,0,7,11,6,7,7,14,10,10,13,16,9,0,6,9,13,0,15,7,4,9,10,0,0,0,0,9,10,7,0,0,11,0,7,0,0,7,0,0,10,0,0,13,0,0,0,8,0,7,7,0,0,3,5,0,8,0,9,12,6,0,0,5,0,0,0,0,0,0,11,9,8,0,13,11,13,0,0,0,11,8,11,13,0,0,12,11,12,0,0,10,6,11,9,12,0,11,8,9,11,14,10,0,0,5,9,12,8,9,7,0,0,0,5,8,0,0,12,13,8,12,10,10,0,0,5,0,13,0,0,0,9,3,8,16,0,13
S230,0,0,10,0,5,6,0,0,0,6,0,7,0,5,0,0,12,5,12,0,6,0,0,0,8,0,0,4,7,9,0,0,0,6,0,0,0,0,0,0,0,8,7,0,0,0,4,0,0,9,7,0,9,0,14,0,3,5,0,0,0,0,0,1,0,0,0,0,8,0,0,0,5,0,0,3,7,0,0,0,0,0,0,3,0,0,0,5,6,6,0,0,0,3,0,10,13,2,0,0,0,4,0,9,9,0,4,6,0,0,0,0,0,0,0,0,0,5,7,5,3,12,5,0,0,4,7,0,0,0,6,5,13,0,9,5,0
S231,0,9,0,5,9,0,3,0,0,13,0,0,6,0,4,0,0,8,9,0,6,0,3,6,6,0,5,10,8,0,8,11,0,0,8,8,7,0,0,0,0,6,9,0,7,8,11,0,8,0,12,0,0,2,12,0,0,7,7,7,8,4,0,0,0,8,5,7,0,3,0,11,4,8,0,0,0,10,0,7,10,0,0,0,0,0,0,7,0,0,3,6,0,0,0,13,7,7,3,0,5,2,7,0,7,0,7,1,5,11,0,0,7,6,0,6,6,0,10,4,5,11,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0
S232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S233,0,5,10,6,0,5,0,0,0,7,0,0,3,9,9,0,8,8,0,0,8,0,6,0,10,0,10,12,0,0,5,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,0,8,0,4,0,0,0,0,5,0,10,0,0,6,10,8,11,0,5,0,0,0,0,9,0,0,0,0,0,5,0,4,7,1,9,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,6,0,0,0,6,0,0,0,0,13,8,0,0,0,0,9,3,0,0,0,8,0,11,7,0,0,0
S234,11,13,0,7,9,6,14,10,12,5,13,0,6,12,10,12,0,7,0,8,5,0,6,0,10,9,0,0,0,8,11,2,9,0,9,16,0,9,12,9,0,0,0,0,8,13,0,0,0,8,6,0,7,0,0,10,0,0,10,5,11,8,9,7,0,8,0,0,0,0,16,0,8,6,0,5,13,0,0,7,8,9,0,13,10,7,5,7,0,9,5,0,0,0,0,12,10,0,0,0,12,6,13,0,11,0,0,11,14,8,0,0,0,0,0,9,7,7,14,10,0,0,18,7,0,10,0,9,8,3,9,8,5,8,7,6,5
S235,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,9,7,4,0,0,0,0,0,0,5,0,0,0,0,6,6,7,0,6,11,0,0,0,0,0,0,6,0,0,0,0,0,0,10,6,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,5,6,0,0,8,6,0,0,9,0,0,0,1,0,0,0,0,0,0,9,0,0,0,5,10,0,0,0,0,3,0,0,7,0,9,0,9,7,7,0,0,0,5,0,0,11,6,10,0,6,0,0,3,0,0,0,0,0,0,0,10,0,7,3,0
S236,0,0,0,0,0,0,0,0,4,4,0,0,0,2,1,7,0,3,10,0,0,0,0,0,6,0,0,0,0,0,0,0,7,2,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,10,0,0,0,6,0,0,0,4,0,0,0,9,7,0,0,0,5,8,6,0,0,4,0,0,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
S237,0,2,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,8,0,0,0,0,2,3,10,0,11,0,0,4,2,8,0,0,9,0,0,0,0,0,0,6,6,0,1,0,0,0,10,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,9,0,0,0,6,4,0,0,0,0,8,0,0,5,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,8,0,0,0,0,0,5,0,0,4,0,0,0,0,3,0,3,0,0,0,0,8,0,10,9,0,0,0,0,7,0,0,0,0,18,0,5,0,8,4,0
S238,0,0,10,0,12,6,0,0,10,7,12,0,5,5,0,8,11,7,0,11,0,5,3,0,9,6,0,0,7,11,6,9,9,0,4,0,7,3,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,11,10,0,11,10,0,7,0,8,0,6,6,0,3,0,0,0,0,13,11,13,9,0,11,0,2,7,0,18,0,10,0,0,11,0,0,9,5,11,0,0,9,0,10,16,4,6,7,6,11,3,8,5,0,0,8,7,6,0,0,0,7,0,11,6,5,0,8,13,5,0,0,13,0,11,6,4,12,8,8,0,11,0,0
S239,0,7,7,9,3,6,6,11,3,16,0,9,6,0,6,0,6,9,0,0,9,1,5,0,7,0,0,0,6,11,6,11,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,1,11,9,5,0,0,10,0,0,0,0,0,0,4,5,14,2,0,0,0,4,0,5,0,0,5,0,8,5,0,5,5,0,6,16,0,0,3,5,2,0,8,8,0,0,0,0,5,12,9,0,8,7,0,11,5,5,11,0,5,5,10,11,6,9,6,6,9,12,5,0,15,0,8,2,1,0,6,12,7,0,9,0,0
S240,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,5,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
S241,0,7,0,0,5,0,0,0,0,0,0,0,6,0,0,12,5,0,0,0,6,0,0,0,0,0,7,7,0,3,9,0,0,6,7,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,10,6,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,10,0,0,3,2,0,0,0,0,0,0,5,0,0,9,8,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,5,1,0,9,10,0,0,5,9,0,0,7,9,0,7,0,11,0,0,5,0,0,0,0,0,9,0,10,6,7,0,0
S242,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,8,9,5,0,0,0,8,6,14,0,7,9,0,0,0,12,5,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,9,3,0,4,5,0,0,0,5,0,0,0,0,4,7,8,0,0,0,7,9,0,0,9,0,0,5,5,0,0,11,0,13,0,5,0,0,7,0,0,0,0,0,0,9,3,0,4,5,0,7,9,0,12,0,0,0,0,9,5,0,13,9,9,11,3,0,7,9,0,0,2,0,11,4,0,11,6,0,0
S243,0,11,3,0,0,0,5,0,9,7,0,8,0,11,6,0,11,0,5,0,7,0,13,6,7,9,11,4,0,6,0,11,10,0,0,0,0,8,9,6,0,11,3,0,0,5,6,0,3,0,5,0,0,5,11,13,0,0,10,0,0,0,9,0,0,10,11,0,0,9,0,15,0,6,10,0,7,8,5,7,7,5,2,7,0,7,5,6,0,5,9,11,5,0,0,6,0,10,0,9,0,8,0,8,0,0,0,7,10,9,0,6,13,0,0,10,10,0,0,12,0,0,0,10,5,0,6,0,10,9,0,8,6,6,8,0,7
S244,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,7,0,0,10,3,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,10,0,10,0,0,6,2
S245,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,2,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
S246,0,3,11,0,0,5,0,0,0,4,0,6,1,0,0,3,12,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,3,0,3,0,0,0,7,0,0,0,0,0,0,0,10,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,4,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,2,0,0,0,0,6,7,0,0,7,0,0,4,0,4,7,0,4,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,3,0,0,7,0,4
S247,0,0,4,0,4,11,0,0,7,0,0,5,0,0,6,0,0,12,4,5,9,0,0,6,13,4,11,0,0,0,14,0,0,0,14,6,0,8,8,0,1,7,0,0,0,6,9,0,0,11,0,0,6,0,8,6,0,0,0,13,5,0,0,0,0,7,6,10,4,0,9,0,0,13,0,0,0,5,4,0,0,6,0,0,0,3,0,8,0,0,0,3,0,0,8,0,0,4,0,6,9,0,0,0,11,0,7,5,0,0,12,0,11,3,0,0,8,7,0,0,0,10,0,0,0,0,0,0,0,0,14,6,0,6,0,0,8
S248,0,0,4,0,0,15,0,10,13,10,8,13,9,0,11,9,10,7,7,0,0,0,0,0,5,10,0,10,4,0,9,6,5,11,0,7,7,9,8,11,14,9,8,0,9,5,11,0,0,8,8,0,3,8,10,5,8,0,12,4,9,12,8,11,10,5,0,10,6,5,2,12,15,13,0,8,9,0,0,7,9,6,7,7,0,12,7,9,0,0,8,7,9,0,10,4,12,4,12,0,10,4,7,12,2,0,8,0,9,0,0,8,0,0,0,5,0,8,6,5,0,4,0,7,15,13,9,13,10,0,0,11,13,0,14,11,0
S249,0,0,6,5,6,0,1,9,6,10,0,2,7,10,7,10,0,7,0,2,0,0,8,0,10,6,4,0,0,12,7,0,0,0,6,0,9,13,9,0,4,4,14,3,0,3,0,1,4,8,14,0,7,0,0,0,5,0,4,7,14,5,0,0,0,2,0,0,5,0,9,0,8,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,7,0,2,10,0,6,4,14,6,0,0,7,5,0,4,0,0,0,0,0,0,0,2,1,0,10,8,6,0,7,0,7,9,3,4,0,8,3,12,0,0,0,0,6,0,0,7,0,0
S250,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,4,0,8,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,13,0,0,0,0,0,0,0,3,0,0,0,0,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,2,0,6,7,4,0
S251,0,0,0,0,6,0,0,7,8,6,0,2,5,0,0,0,0,0,16,0,2,0,0,0,8,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,2,0,5,0,0,3,0,0,0,0,0,0,0,7,2,0,8,0,5,7,3,0,0,0,0,0,0,0,8,2,0,4,0,0,6,9,2,10,0,5,0,0,0,0,0,0,0,2,0,4,2,0,7,0,0,0,0,0,3,0,0,0,6,4,7,12,8,8,0,12,0,0,0,0,0,0,0,0,4,0,0,0,6,5,3
S252,0,0,0,0,0,0,0,0,6,8,8,4,0,7,0,7,11,0,7,0,0,0,0,0,7,1,0,0,3,0,4,8,8,0,11,0,0,0,11,4,0,6,6,0,0,0,0,0,0,0,7,0,5,0,15,0,0,2,0,7,0,0,0,0,4,0,5,0,0,0,7,0,0,0,0,1,12,12,0,0,0,10,0,8,0,3,5,10,0,0,0,11,0,0,5,9,11,6,0,0,3,0,0,0,10,4,0,0,4,0,7,0,0,10,0,8,0,7,0,9,0,0,0,0,3,0,0,3,0,0,0,8,4,0,7,0,6
S253,2,0,0,0,6,6,0,0,6,0,0,5,0,6,0,7,0,0,0,0,0,0,0,0,6,0,8,0,0,10,0,10,0,0,9,5,8,0,7,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,11,0,0,8,0,10,5,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,5,6,0,0,10,9,0,6,0,0,7,0,6,15,0,0,0,9,9,3,10,6,3,4,3,9,0,0,8,0,11,0,0,4,8,8,0,0,0,6,3
S254,0,0,6,7,12,6,12,7,5,7,0,8,0,0,12,0,11,4,5,0,0,0,10,7,12,10,13,11,0,11,6,0,7,0,9,10,5,0,6,0,0,9,7,0,0,8,0,3,4,6,14,0,5,0,0,5,7,0,11,0,0,10,9,5,8,4,10,9,0,4,14,9,9,9,0,2,10,0,9,0,12,6,3,8,0,0,7,0,10,10,0,0,0,5,9,7,0,14,0,0,7,9,4,4,0,7,0,0,0,17,12,0,0,13,0,10,0,0,7,15,5,9,0,5,4,0,7,8,0,0,0,0,4,14,5,0,8
S255,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
S256,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,7,0,6,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,6,0,0,0,0,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,12,5,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,5,0,0,0,4,5,0,0,0,6,0,0,11,0,0,0,0,12,5,0,1,0,0,0,0,0,9,0,10,8,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
S257,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,3,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,5,5,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,0,6,0,10,0,7,0,0,0,0,12,0,0,0,8,0,7,6,4,0,0,0,0,1,0,0,0,10,0,3,0,5,0,0
S258,0,9,7,4,10,0,14,10,12,0,6,7,8,0,5,0,0,4,13,0,15,0,7,8,3,0,0,6,12,6,0,8,9,14,0,13,0,7,0,6,0,0,0,3,3,0,0,0,9,12,0,8,10,0,13,4,0,5,7,0,8,2,9,0,8,8,6,17,11,5,11,11,0,0,0,0,5,9,12,0,2,15,0,11,8,0,0,4,8,6,0,5,0,7,0,13,0,12,9,7,8,10,0,5,12,17,0,0,0,7,5,4,4,11,7,10,0,0,10,9,5,11,5,0,11,11,6,0,0,0,0,0,0,10,8,10,7
S259,1,5,0,0,6,0,0,0,5,0,0,0,0,11,0,0,0,10,10,5,0,0,0,0,7,0,12,0,13,0,0,4,0,9,0,3,0,14,9,5,3,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,10,12,0,0,9,2,0,0,0,0,0,0,0,0,11,0,4,0,4,0,7,0,0,0,0,0,0,10,0,0,0,0,0,8,4,7,0,0,10,11,0,10,0,0,0,8,9,0,5,5,0,5,10,0,0,0,0,0,11,8,6,0,0,9,5,0,4,0,14,0,0,0,0,0,0,0,12,17,0,0,0
S260,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,7,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,2,8,1,0,0,0,0,7,0,7,1,0,0,0,0,0,0,0,13,1,6,0,0,9,0
S261,0,7,0,0,9,16,5,11,8,5,7,7,9,7,5,0,8,0,13,0,7,6,7,0,12,0,10,0,10,11,0,3,13,6,5,10,0,12,5,4,9,5,12,6,10,0,13,10,7,0,8,0,0,6,9,6,0,7,11,5,0,0,0,0,5,8,9,9,0,0,0,10,0,13,0,9,0,8,0,0,11,9,0,5,0,7,4,10,10,8,10,8,10,8,0,13,12,13,7,0,10,10,6,12,8,10,0,9,8,0,0,0,0,12,11,9,7,9,9,0,13,14,0,0,0,3,10,0,0,5,4,0,11,4,0,0,8
S262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,1,0,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,7,2,0,0,0,13,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0
S263,0,6,3,1,0,4,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,8,1,0,1,0,0,0,0,10,0,4,0,7,0,0,0,0,10,0,0,4,0,0,7,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,10,0
S264,0,0,6,9,13,0,9,0,12,0,3,5,0,5,10,0,10,13,8,0,11,0,0,0,12,10,5,0,0,10,10,0,0,0,8,6,0,0,7,6,9,7,0,0,0,8,0,0,0,9,0,0,0,7,0,0,11,6,7,0,9,11,12,3,12,0,11,9,0,0,0,9,0,10,0,0,9,0,0,6,6,0,0,8,0,7,9,0,0,0,5,10,0,8,0,6,9,13,9,0,10,7,0,7,0,7,7,1,11,3,8,5,7,0,0,7,15,13,0,8,8,0,6,0,10,12,6,0,0,3,5,0,5,8,0,11,7
